301-01-04-05;1;1;4;5; REPAROS ADMINISTRATIVOS A EMPRESAS MINERAS SECTOR OTROS MINERALES ;3;A;;;D;;;301010405
301-01-04-06;1;1;4;6; REPAROS ADMINISTRATIVOS A OTRAS PERSONAS JURIDICAS ;3;A;;;D;;;301010406
301-01-05-00;1;1;5;0; REPAROS ADMINISTRATIVOS POR IMPUESTO SOBRE LA RENTA A PERSONAS NATURALES ;3;A;;;D;;;301010500
301-01-06-00;1;1;6;0; REPAROS ADMINISTRATIVOS A IMPUESTO SOBRE SUCESIONES, DONACIONES Y DEMÁS RAMOS CONEXOS ;3;A;;;D;;;301010600
301-02-00-00;1;2;0;0; IMPUESTOS INDIRECTOS ;3;A;;;T;;;301020000
301-02-01-00;1;2;1;0; IMPUESTOS DE IMPORTACION ;3;A;;;D;;;301020100
301-02-01-01;1;2;1;1; IMPUESTO DE IMPORTACION ORDINARIO ;3;A;;;D;;;301020101
301-02-01-02;1;2;1;2; IMPUESTO DE IMPORTACION DE BULTOS POSTALES ;3;A;;;D;;;301020102
301-02-01-03;1;2;1;3; IMPUESTO INTERNO POR LA  IMPORTACION  DE ALCOHOLES Y BEBIDAS ALCOHOLICAS ;3;A;;;D;;;301020103
301-02-02-00;1;2;2;0; IMPUESTO DE EXPORTACION ;3;A;;;D;;;301020200
301-02-03-00;1;2;3;0; IMPUESTO SOBRE LA  PRODUCCION, EL CONSUMO Y TRANSACCIONES FINANCIERAS ;3;A;;;D;;;301020300
301-02-03-01;1;2;3;1; IMPUESTO SOBRE ALCOHOLES DE PRODUCCION NACIONAL ;3;A;;;D;;;301020301
301-02-03-02;1;2;3;2; IMPUESTO SOBRE BEBIDAS ALCOHOLICAS DE PRODUCCION NACIONAL ;3;A;;;D;;;301020302
301-02-03-03;1;2;3;3; IMPUESTO SOBRE CERVEZA DE PRODUCCION NACIONAL ;3;A;;;D;;;301020303
301-02-03-04;1;2;3;4; IMPUESTO SOBRE VINOS DE PRODUCCION NACIONAL ;3;A;;;D;;;301020304
301-02-03-05;1;2;3;5; IMPUESTO SOBRE EL PRECIO DE VENTA AL PUBLICO DE LAS CERVEZAS Y VINOS NATURALES DE PRODUCCION NACIONAL ;3;A;;;D;;;301020305
301-02-03-06;1;2;3;6; IMPUESTO SOBRE EL PRECIO DE VENTA AL PUBLICO DE LAS CERVEZAS Y VINOS NATURALES IMPORTADOS ;3;A;;;D;;;301020306
301-02-03-07;1;2;3;7; IMPUESTO SOBRE EL PRECIO DE VENTA AL PUBLICO DE OTRAS BEBIDAS HASTA 50.0Nº G.L. DE PRODUCCION NACIONAL ;3;A;;;D;;;301020307
301-02-03-08;1;2;3;8; IMPUESTO SOBRE EL PRECIO DE VENTA AL PUBLICO DE OTRAS BEBIDAS HASTA 50.0Nº G.L. IMPORTADAS ;3;A;;;D;;;301020308
301-02-03-09;1;2;3;9; IMPUESTO SOBRE EXPEDICION AL PUBLICO DE ESPECIES ALCOHOLICAS IMPORTADAS ;3;A;;;D;;;301020309
301-02-03-10;1;2;3;10; IMPUESTO SOBRE EXPEDICION AL PUBLICO DE ESPECIES ALCOHOLICAS NACIONALES ;3;A;;;D;;;301020310
301-02-03-11;1;2;3;11; IMPUESTO SOBRE LA VENTA DE CIGARRILLOS, TABACOS Y PICADURAS IMPORTADAS ;3;A;;;D;;;301020311
301-02-03-12;1;2;3;12; IMPUESTO SOBRE LA VENTA DE CIGARRILLOS, TABACOS Y PICADURAS DE PRODUCCION NACIONAL ;3;A;;;D;;;301020312
301-02-03-13;1;2;3;13; IMPUESTO A LA PRODUCCION DE FOSFOROS ;3;A;;;D;;;301020313
301-02-03-14;1;2;3;14; VENTAJAS ESPECIALES POR FABRICACION DE FOSFOROS ;3;A;;;D;;;301020314
301-02-03-15;1;2;3;15; IMPUESTO AL CONSUMO PROPIO DE GASOLINA ;3;A;;;D;;;301020315
301-02-03-16;1;2;3;16; IMPUESTO AL CONSUMO GENERAL A LA  GASOLINA ;3;A;;;D;;;301020316
301-02-03-17;1;2;3;17; IMPUESTO AL CONSUMO PROPIO DE OTROS DERIVADOS DEL PETROLEO ;3;A;;;D;;;301020317
301-02-03-18;1;2;3;18; IMPUESTO AL CONSUMO GENERAL DE OTROS DERIVADOS DEL PETROLEO ;3;A;;;D;;;301020318
301-02-03-19;1;2;3;19; IMPUESTO SOBRE TELECOMUNICACIONES ;3;A;;;D;;;301020319
301-02-03-20;1;2;3;20; IMPUESTO AL VALOR AGREGADO SOBRE LA  IMPORTACION  DE BIENES Y SERVICIOS ;3;A;;;D;;;301020320
301-02-03-21;1;2;3;21; IMPUESTO AL VALOR AGREGADO SOBRE LA  PRODUCCION, DISTRIBUCION Y COMERCIALIZACION DE BIENES Y SERVICIOS ;3;A;;;D;;;301020321
301-02-03-22;1;2;3;22; IMPUESTO AL VALOR AGREGADO SOBRE LOS HECHOS IMPONIBLES REALIZADOS POR EMPRESAS PUBLICAS, INSTITUTOS AUTONOMOS Y DEMÁS ENTES DESCENTRALIZADOS ;3;A;;;D;;;301020322
301-02-03-23;1;2;3;23; REPAROS ADMINISTRATIVOS A IMPUESTOS AL VALOR AGREGADO ;3;A;;;D;;;301020323
301-02-03-24;1;2;3;24; IMPUESTO AL DÉBITO BANCARIO ;3;A;;;D;;;301020324
301-02-03-25;1;2;3;25; REPAROS ADMINISTRATIVOS AL IMPUESTO AL DÉBITO BANCARIO ;3;A;;;D;;;301020325
301-02-04-00;1;2;4;0; IMPUESTOS A LAS ACTIVIDADES DE JUEGOS DE ENVITE O AZAR ;3;A;;;D;;;301020400
301-02-04-01;1;2;4;1; IMPUESTOS SOBRE CASINOS Y SALAS DE BINGO ;3;A;;;D;;;301020401
301-02-04-02;1;2;4;2; IMPUESTOS DE EXPLOTACION DE MÁQUINAS TRAGANIQUELES ;3;A;;;D;;;301020402
301-02-04-03;1;2;4;3; REPAROS ADMINISTRATIVOS IMPUESTO CASINOS, SALAS DE JUEGO Y MÁQUINAS TRAGANIQUELES ;3;A;;;D;;;301020403
301-02-04-04;1;2;4;4; IMPUESTO A LA  OPERACION DE JUEGOS DE LOTERIA ;3;A;;;D;;;301020404
301-02-04-05;1;2;4;5; IMPUESTO A LAS APUESTAS SOBRE LA EXPLOTACION  DE ESPECTÁCULOS HIPICOS ;3;A;;;D;;;301020405
301-02-04-06;1;2;4;6; IMPUESTO SOBRE LA  ORGANIZACION EN GENERAL DE JUEGOS DE ENVITE O AZAR ;3;A;;;D;;;301020406
301-02-04-07;1;2;4;7; IMPUESTO SOBRE APUESTAS DEPORTIVAS ;3;A;;;D;;;301020407
301-02-04-08;1;2;4;8; REPAROS ADMINISTRATIVOS IMPUESTO A LA OPERACION DE JUEGOS DE LOTERIA, APUESTAS SOBRE LA  EXPLOTACION DE ESPECTÁCULOS HIPICOS Y ORGANIZACION EN GENERAL DE JUEGOS DE ENVITE O AZAR Y APUESTAS DEPORTIVAS ;3;A;;;D;;;301020408
301-02-05-00;1;2;5;0; INMUEBLES URBANOS ;3;A;;;D;;;301020500
301-02-06-00;1;2;6;0; PARTICIPACION EN EL IMPUESTO A LA PROPIEDAD RURAL ;3;A;;;D;;;301020600
301-02-07-00;1;2;7;0; PATENTE DE INDUSTRIA Y COMERCIO ;3;A;;;D;;;301020700
301-02-08-00;1;2;8;0; PATENTE DE VEHICULO ;3;A;;;D;;;301020800
301-02-09-00;1;2;9;0; PROPAGANDA COMERCIAL ;3;A;;;D;;;301020900
301-02-10-00;1;2;10;0; ESPECTÁCULOS PUBLICOS ;3;A;;;D;;;301021000
301-02-11-00;1;2;11;0; APUESTAS LICITAS ;3;A;;;D;;;301021100
301-02-12-00;1;2;12;0; DEUDAS MOROSAS ;3;A;;;D;;;301021200
301-02-99-00;1;2;99;0; OTROS IMPUESTOS INDIRECTOS ;3;A;;;D;;;301029900
301-03-00-00;1;3;0;0; INGRESOS POR TASAS ;3;A;;;T;;;301030000
301-03-01-00;1;3;1;0; DERECHOS DE TRÁNSITO TERRESTRE ;3;A;;;D;;;301030100
301-03-02-00;1;3;2;0; DERECHOS A EXAMEN ;3;A;;;D;;;301030200
301-03-03-00;1;3;3;0; DERECHOS DE EXPEDICION, RENOVACION Y REVÁLIDA DE LICENCIAS ;3;A;;;D;;;301030300
301-03-04-00;1;3;4;0; DERECHOS DE REGISTRO Y TRASPASO ;3;A;;;D;;;301030400
301-03-05-00;1;3;5;0; DERECHOS DE PLACAS IDENTIFICADORAS ;3;A;;;D;;;301030500
301-03-06-00;1;3;6;0; DERECHOS POR REVISION ANUAL ;3;A;;;D;;;301030600
301-03-07-00;1;3;7;0; DERECHOS POR REMOCION O ARRASTRE DE VEHICULOS ;3;A;;;D;;;301030700
301-03-08-00;1;3;8;0; DERECHOS POR ESTACIONAMIENTO DE VEHICULOS ;3;A;;;D;;;301030800
301-03-09-00;1;3;9;0; PERMISO PARA USO DE RUTAS EXTRAURBANAS ;3;A;;;D;;;301030900
301-03-10-00;1;3;10;0; COPIAS DE DOCUMENTOS ;3;A;;;D;;;301031000
301-03-11-00;1;3;11;0; TASAS PARA EL USO DE AERONAVES Y POR LICENCIAS DE PERSONAL AERONÁUTICO ;3;A;;;D;;;301031100
301-03-12-00;1;3;12;0; TASAS AEROPORTUARIAS ;3;A;;;D;;;301031200
301-03-13-00;1;3;13;0; TASAS POR USO DE CANALES DE NAVEGACION ;3;A;;;D;;;301031300
301-03-14-00;1;3;14;0; PATENTE DE NAVEGACION ;3;A;;;D;;;301031400
301-03-15-00;1;3;15;0; EXPEDICION DE LICENCIAS DE NAVEGACION ;3;A;;;D;;;301031500
301-03-16-00;1;3;16;0; SERVICIO DE TELECOMUNICACIONES ;3;A;;;D;;;301031600
301-03-17-00;1;3;17;0; PERMISOS PARA ESTACIONES PRIVADAS DE RADIOCOMUNICACIONES ;3;A;;;D;;;301031700
301-03-18-00;1;3;18;0; DERECHOS DE PILOTAJES ;3;A;;;D;;;301031800
301-03-19-00;1;3;19;0; HABILITACION DE PILOTAJE ;3;A;;;D;;;301031900
301-03-20-00;1;3;20;0; SERVICIOS DE REMOLCADORES ;3;A;;;D;;;301032000
301-03-21-00;1;3;21;0; HABILITACION DE REMOLCADORES ;3;A;;;D;;;301032100
301-03-22-00;1;3;22;0; HABILITACION DE CAPITANIAS DE PUERTO ;3;A;;;D;;;301032200
301-03-23-00;1;3;23;0; OTROS SERVICIOS DE CAPITANIAS DE PUERTO ;3;A;;;D;;;301032300
301-03-24-00;1;3;24;0; TASAS DE FAROS Y BOYAS ;3;A;;;D;;;301032400
301-03-25-00;1;3;25;0; SERVICIOS DE ADUANA ;3;A;;;D;;;301032500
301-03-26-00;1;3;26;0; HABILITACION DE ADUANAS ;3;A;;;D;;;301032600
301-03-27-00;1;3;27;0; DERECHOS DE ALMACENAJE ;3;A;;;D;;;301032700
301-03-28-00;1;3;28;0; CORRETAJE DE BULTOS POSTALES ;3;A;;;D;;;301032800
301-03-29-00;1;3;29;0; SERVICIOS DE CONSULTA SOBRE CLASIFICACION ARANCELARIA, VALORACION ADUANERAY ANÁLISIS DE LABORATORIO ;3;A;;;D;;;301032900
301-03-30-00;1;3;30;0; BANDAS DE GARANTIA, CÁPSULAS Y SELLOS ;3;A;;;D;;;301033000
301-03-3100;1;3;31;0; SERVICIO DE PEAJE ;3;A;;;D;;;301033100
301-03-32-00;1;3;32;0; SERVICIO DE RIEGO Y DRENAJE ;3;A;;;D;;;301033200
301-03-33-00;1;3;33;0; ESTAMPILLAS FISCALES ;3;A;;;D;;;301033300
301-03-34-00;1;3;34;0; PAPEL SELLADO ;3;A;;;D;;;301033400
301-03-35-00;1;3;35;0; DERECHOS DE TRASLADO ;3;A;;;D;;;301033500
301-03-36-00;1;3;36;0; SERVICIOS SANITARIOS MARITIMOS ;3;A;;;D;;;301033600
301-03-37-00;1;3;37;0; SERVICIOS HOSPITALARIOS ;3;A;;;D;;;301033700
301-03-38-00;1;3;38;0; VENTA DE COPIAS DE PLANOS ;3;A;;;D;;;301033800
301-03-39-00;1;3;39;0; DERECHOS DE CONTRASTE, VERIFICACION Y ESTUDIOS ;3;A;;;D;;;301033900
301-03-40-00;1;3;40;0; PATENTE DE PESCA DE PERLAS ;3;A;;;D;;;301034000
301-03-41-00;1;3;41;0; LICENCIA DE CAZA ;3;A;;;D;;;301034100
301-03-42-00;1;3;42;0; DERECHOS DE CANCILLERIA ;3;A;;;D;;;301034200
301-03-43-00;1;3;43;0; DEPOSITOS POR EL INGRESO AL PAIS DE EXTRANJEROS ;3;A;;;D;;;301034300
301-03-44-00;1;3;44;0; REGISTRO SANITARIO ;3;A;;;D;;;301034400
301-03-45-00;1;3;45;0; DERECHOS DE ANÁLISIS DE SUSTANCIAS QUIMICAS ;3;A;;;D;;;301034500
301-03-46-00;1;3;46;0; DERECHOS CONSULARES ;3;A;;;D;;;301034600
301-03-47-00;1;3;47;0; MATRICULA PARA IMPORTAR Y EXPORTAR SUSTANCIAS ESTUPEFACIENTES Y PSICOTROPICAS ;3;A;;;D;;;301034700
301-03-48-00;1;3;48;0; PERMISOS MUNICIPALES ;3;A;;;D;;;301034800
301-03-49-00;1;3;49;0; CERTIFICACIONES Y SOLVENCIAS ;3;A;;;D;;;301034900
301-03-50-00;1;3;50;0; SERVICIO DE ENERGIA ELÉCTRICA ;3;A;;;D;;;301035000
301-03-51-00;1;3;51;0; SERVICIO DE DISTRIBUCION DE AGUA ;3;A;;;D;;;301035100
301-03-52-00;1;3;52;0; SERVICIO DE GAS DOMÉSTICO ;3;A;;;D;;;301035200
301-03-53-00;1;3;53;0; MENSURA Y DESLINDE ;3;A;;;D;;;301035300
301-03-54-00;1;3;54;0; ASEO DOMICILIARIO ;3;A;;;D;;;301035400
301-03-55-00;1;3;55;0; MATADERO ;3;A;;;D;;;301035500
301-03-56-00;1;3;56;0; MERCADO ;3;A;;;D;;;301035600
301-03-57-00;1;3;57;0; CEMENTERIO ;3;A;;;D;;;301035700
301-03-58-00;1;3;58;0; TERMINAL DE PASAJEROS ;3;A;;;D;;;301035800
301-03-59-00;1;3;59;0; DEUDAS MOROSAS POR TASAS ;3;A;;;D;;;301035900
301-03-99-00;1;3;99;0; OTROS TIPOS DE TASAS ;3;A;;;D;;;301039900
301-04-00-00;1;4;0;0; INGRESOS POR CONTRIBUCIONES ESPECIALES ;3;A;;;T;;;301040000
301-04-01-00;1;4;1;0; SOBRE LA  PLUSVALIA  INMOBILIARIA ;3;A;;;D;;;301040100
301-04-02-00;1;4;2;0; CONTRIBUCIONES POR MEJORAS ;3;A;;;D;;;301040200
301-04-99-00;1;4;99;0; OTRAS CONTRIBUCIONES ESPECIALES ;3;A;;;D;;;301049900
301-05-00-00;1;5;0;0; INGRESOS POR APORTES Y CONTRIBUCIONES A LA SEGURIDAD SOCIAL ;3;A;;;T;;;301050000
301-05-01-00;1;5;1;0; INGRESOS POR APORTES PATRONALES A LA SEGURIDAD SOCIAL ;3;A;;;D;;;301050100
301-05-01-01;1;5;1;1; INGRESOS POR APORTES DEL SECTOR PRIVADO ;3;A;;;D;;;301050101
301-05-01-02;1;5;1;2; INGRESOS POR APORTES DEL SECTOR PUBLICO ;3;A;;;D;;;301050102
301-05-02-00;1;5;2;0; CONTRIBUCIONES PERSONALES A LA SEGURIDAD SOCIAL ;3;A;;;D;;;301050200
301-05-02-01;1;5;2;1; CONTRIBUCIONES DEL SECTOR PRIVADO ;3;A;;;D;;;301050201
301-05-02--02;1;5;2;2; CONTRIBUCIONES DEL SECTOR PUBLICO ;3;A;;;D;;;301050202
301-06-00-00;1;6;0;0; INGRESOS DEL DOMINIO PETROLERO ;3;A;;;T;;;301060000
301-06-01-00;1;6;1;0; REGALIAS ;3;A;;;D;;;301060100
301-06-01-01;1;6;1;1; REGALIAS PETROLERAS PRIVADAS ;3;A;;;D;;;301060101
301-06-01-02;1;6;1;2; REGALIAS PETROLERAS PUBLICAS - CRUDOS Y CONDENSADOS ;3;A;;;D;;;301060102
301-06-01-03;1;6;1;3; REGALIAS PETROLERAS PUBLICAS - EXTRAPESADO PARA ORIMULSION ;3;A;;;D;;;301060103
301-06-01-04;1;6;1;4; REGALIAS DEL GAS EMPRESAS PRIVADAS ;3;A;;;D;;;301060104
301-06-01-05;1;6;1;5; REGALIAS DEL GAS EMPRESAS PUBLICAS ;3;A;;;D;;;301060105
301-06-02-00;1;6;2;0; IMPUESTO SUPERFICIAL DE HIDROCARBUROS ;3;A;;;D;;;301060200
301-06-03-00;1;6;3;0; IMPUESTO DE EXTRACCION ;3;A;;;D;;;301060300
301-06-04-00;1;6;4;0; IMPUESTO DE REGISTRO DE EXPORTACION ;3;A;;;D;;;301060400
301-06-05-00;1;6;5;0; PARTICIPACION POR AZUFRE ;3;A;;;D;;;301060500
301-06-06-00;1;6;6;0; PARTICIPACION POR COQUE ;3;A;;;D;;;301060600
301-06-99-00;1;6;99;0; OTROS INGRESOS DEL DOMINIO PETROLERO ;3;A;;;D;;;301069900
301-07-00-00;1;7;0;0; INGRESOS DEL DOMINIO MINERO ;3;A;;;T;;;301070000
301-07-01-00;1;7;1;0; SUPERFICIAL MINERO ;3;A;;;D;;;301070100
301-07-01-01;1;7;1;1; SUPERFICIAL SOBRE HIERRO ;3;A;;;D;;;301070101
301-07-01-02;1;7;1;2; SUPERFICIAL SOBRE ORO Y DIAMANTE ;3;A;;;D;;;301070102
301-07-01-03;1;7;1;3; SUPERFICIAL SOBRE OTROS MINERALES ;3;A;;;D;;;301070103
301-07-02-00;1;7;2;0; IMPUESTO DE EXPLOTACION ;3;A;;;D;;;301070200
301-07-02-01;1;7;2;1; IMPUESTO DE EXPLOTACION SOBRE HIERRO ;3;A;;;D;;;301070201
301-07-02-02;1;7;2;2; IMPUESTO DE EXPLOTACION SOBRE ORO, PLATA, PLATINO Y OTROS METALES ASOCIADOSA ESTE ULTIMO ;3;A;;;D;;;301070202
301-07-02-03;1;7;2;3; IMPUESTO DE EXPLOTACION SOBRE DIAMANTE Y DEMÁS PIEDRAS PRECIOSAS ;3;A;;;D;;;301070203
301-07-02-04;1;7;2;4; IMPUESTO DE EXPLOTACION SOBRE OTROS MINERALES ;3;A;;;D;;;301070204
301-07-03-00;1;7;3;0; VENTAJAS ESPECIALES MINERAS ;3;A;;;D;;;301070300
301-08-00-00;1;8;0;0; INGRESOS DEL DOMINIO FORESTAL ;3;A;;;T;;;301080000
301-08-01-00;1;8;1;0; IMPUESTO SUPERFICIAL ;3;A;;;D;;;301080100
301-08-02-00;1;8;2;0; IMPUESTO DE EXPLOTACION O APROVECHAMIENTO ;3;A;;;D;;;301080200
301-08-03-00;1;8;3;0; PERMISO O AUTORIZACION PARA LA EXPLOTACION O APROVECHAMIENTO DE LOS PRODUCTOS FORESTALES ;3;A;;;D;;;301080300
301-08-04-00;1;8;4;0; AUTORIZACION PARA DEFORESTACION ;3;A;;;D;;;301080400
301-08-05-00;1;8;5;0; AUTORIZACION PARA MOVILIZAR PRODUCTOS FORESTALES ;3;A;;;D;;;301080500
301-08-06-00;1;8;6;0; PARTICIPACION POR LA EXPLOTACION EN ZONAS DE RESERVA FORESTAL ;3;A;;;D;;;301080600
301-08-07-00;1;8;7;0; VENTAJAS ESPECIALES POR RECURSOS FORESTALES ;3;A;;;D;;;301080700
301-09-00-00;1;9;0;0; INGRESOS POR LA VENTA DE BIENES Y SERVICIOS DE LA ADMINISTRACION PUBLICA ;3;A;;;T;;;301090000
301-09-01-00;1;9;1;0; INGRESOS POR LA VENTA DE BIENES ;3;A;;;D;;;301090100
301-09-01-01;1;9;1;1; INGRESOS POR LA VENTA DE GACETAS MUNICIPALES Y FORMULARIOS ;3;A;;;D;;;301090101
301-09-01-02;1;9;1;2; INGRESOS POR LA VENTA DE PUBLICACIONES OFICIALES Y FORMULARIOS ;3;A;;;D;;;301090102
301-09-02-00;1;9;2;0; INGRESOS POR LA VENTA DE SERVICIOS ;3;A;;;D;;;301090200
301-09-02-01;1;9;2;1; INGRESOS POR LA VENTA DE PRODUCTOS DE LOTERIA ;3;A;;;D;;;301090201
301-09-99-00;1;9;99;0; INGRESOS POR LA VENTA DE OTROS BIENES Y SERVICIOS ;3;A;;;D;;;301099900
301-10-00-00;1;10;0;0; INGRESOS DE LA PROPIEDAD ;3;A;;;T;;;301100000
301-10-01-00;1;10;1;0; INTERESES POR PRÉSTAMOS CONCEDIDOS AL SECTOR PRIVADO ;3;A;;;D;;;301100100
301-10-02-00;1;10;2;0; INTERESES POR PRÉSTAMOS CONCEDIDOS AL SECTOR PUBLICO ;3;A;;;D;;;301100200
301-10-02-01;1;10;2;1; INTERESES POR PRÉSTAMOS CONCEDIDOS A LA REPUBLICA ;3;A;;;D;;;301100201
301-10-02-02;1;10;2;2; INTERESES POR PRÉSTAMOS CONCEDIDOS A ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES ;3;A;;;D;;;301100202
301-10-02-03;1;10;2;3; INTERESES POR PRÉSTAMOS CONCEDIDOS A INSTITUCIONES DE PROTECCION SOCIAL ;3;A;;;D;;;301100203
301-10-02-04;1;10;2;4; INTERESES POR PRÉSTAMOS CONCEDIDOS A ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS ;3;A;;;D;;;301100204
301-10-02-05;1;10;2;5; INTERESES POR PRÉSTAMOS CONCEDIDOS A ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS ;3;A;;;D;;;301100205
301-10-02-06;1;10;2;6; INTERESES POR PRÉSTAMOS CONCEDIDOS A ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS ;3;A;;;D;;;301100206
301-10-02-07;1;10;2;7; INTERESES POR PRÉSTAMOS CONCEDIDOS A ENTES DESCENTRALIZADOS FINANCIEROS NOBANCARIOS ;3;A;;;D;;;301100207
301-10-02-08;1;10;2;8; INTERESES POR PRÉSTAMOS CONCEDIDOS AL PODER ESTADAL ;3;A;;;D;;;301100208
301-10-02-09;1;10;2;9; INTERESES POR PRÉSTAMOS CONCEDIDOS AL PODER MUNICIPAL ;3;A;;;D;;;301100209
301-10-03-00;1;10;3;0; INTERESES POR PRÉSTAMOS CONCEDIDOS AL SECTOR EXTERNO ;3;A;;;D;;;301100300
301-10-04-00;1;10;4;0; INTERESES POR DEPOSITOS EN INSTITUCIONES FINANCIERAS ;3;A;;;D;;;301100400
301-10-04-01;1;10;4;1; INTERESES POR DEPOSITOS A LA VISTA ;3;A;;;D;;;301100401
301-10-04-02;1;10;4;2; INTERESES POR DEPOSITOS A PLAZO FIJO ;3;A;;;D;;;301100402
301-10-05-00;1;10;5;0; INTERESES DE TITULOS Y VALORES ;3;A;;;D;;;301100500
301-10-05-01;1;10;5;1; INTERESES DE TITULOS Y VALORES PRIVADOS ;3;A;;;D;;;301100501
301-10-05-02;1;10;5;2; INTERESES DE TITULOS Y VALORES PUBLICOS ;3;A;;;D;;;301100502
301-10-05-03;1;10;5;3; INTERESES DE TITULOS Y VALORES EXTERNOS ;3;A;;;D;;;301100503
301-10-06-00;1;10;6;0; UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL ;3;A;;;D;;;301100600
301-10-06-01;1;10;6;1; UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DEL SECTOR PRIVADO EMPRESARIAL ;3;A;;;D;;;301100601
301-10-06-02;1;10;6;2; UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS - DIVIDENDOS DE PETROLEOS DE VENEZUELA, S.A (PDVSA) ;3;A;;;D;;;301100602
301-10-06-03;1;10;6;3; UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS - OTRAS EMPRESAS PETROLERAS ;3;A;;;D;;;301100603
301-10-06-04;1;10;6;4; UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS ;3;A;;;D;;;301100604
301-10-06-05;1;10;6;5; UTILIDADES DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS ;3;A;;;D;;;301100605
